status,file_name,timestamp,user,ip,action,event,details
Image saved,decoded_image_-9026119846887929379.jpg,,,,,,
,,2024-11-18T04:06:06.004509,user_289,188.209.77.196,ERROR,,
,,2024-11-19T17:01:02.004517,user_684,162.137.185.82,,login,"{'item_id': 1865, 'quantity': 4, 'price': 475.24}"
,,2024-11-19T14:58:08.004529,user_656,125.162.184.206,ERROR,,
,,2024-11-19T03:09:10.004534,user_267,144.120.203.90,,error,"{'item_id': 7739, 'quantity': 4, 'price': 439.27}"
Image saved,decoded_image_6836922598789035443.jpg,,,,,,
,,2024-11-17T19:15:34.004546,user_24,118.58.144.171,STOP,,
Image saved,decoded_image_9191700783782719852.jpg,,,,,,
,,2024-11-18T00:59:12.004558,user_725,16.35.33.101,STOP,,
,,2024-11-18T14:22:51.004580,user_161,69.251.249.122,START,,
Image saved,decoded_image_5907049131925685090.jpg,,,,,,
,,2024-11-18T12:12:24.004608,user_947,1.228.95.156,START,,
Image saved,decoded_image_4412078132992066913.jpg,,,,,,
,,2024-11-17T22:42:55.004620,user_608,11.1.218.183,START,,
,,2024-11-18T22:10:58.004637,user_502,201.79.230.29,START,,
Image saved,decoded_image_4432612710811014207.jpg,,,,,,
Image saved,decoded_image_-3314580362674473741.jpg,,,,,,
,,2024-11-18T22:12:36.004660,user_927,71.244.59.208,,login,"{'item_id': 4692, 'quantity': 4, 'price': 277.56}"
,,2024-11-19T09:10:34.004670,user_533,13.211.136.57,,update,"{'item_id': 4345, 'quantity': 3, 'price': 223.52}"
Image saved,decoded_image_1687047334879848096.jpg,,,,,,
Image saved,decoded_image_1133880881353227884.jpg,,,,,,
,,2024-11-19T10:55:47.004690,user_92,211.81.90.55,ERROR,,
,,2024-11-18T05:38:12.004694,user_334,240.222.174.223,,purchase,"{'item_id': 8404, 'quantity': 1, 'price': 104.98}"
,,2024-11-18T22:21:29.004710,user_369,118.247.88.22,,update,"{'item_id': 1356, 'quantity': 5, 'price': 605.44}"
,,2024-11-17T21:48:01.004716,user_983,230.52.168.187,START,,
,,2024-11-18T03:17:31.004730,user_600,177.64.135.31,ERROR,,
,,2024-11-18T13:10:01.004737,user_248,242.78.112.173,,update,"{'item_id': 6257, 'quantity': 1, 'price': 888.24}"
Image saved,decoded_image_-6814261986047597825.jpg,,,,,,
Image saved,decoded_image_-621476835603837703.jpg,,,,,,
Image saved,decoded_image_1909026159832490926.jpg,,,,,,
Image saved,decoded_image_3379036772275622210.jpg,,,,,,
,,2024-11-17T19:33:04.004774,user_303,20.188.73.178,ERROR,,
,,2024-11-19T05:13:34.004780,user_447,24.137.205.94,START,,
Image saved,decoded_image_-66663438786072819.jpg,,,,,,
,,2024-11-19T13:17:08.004824,user_783,237.160.181.5,,update,"{'item_id': 8036, 'quantity': 3, 'price': 948.12}"
Image saved,decoded_image_2285186510953288251.jpg,,,,,,
,,2024-11-19T09:55:31.004862,user_983,254.86.108.68,,error,"{'item_id': 9766, 'quantity': 5, 'price': 683.39}"
,,2024-11-18T05:35:49.004867,user_192,210.34.83.166,ERROR,,
Image saved,decoded_image_-5614199931611699304.jpg,,,,,,
,,2024-11-18T21:24:21.004882,user_558,58.94.131.225,,login,"{'item_id': 4730, 'quantity': 1, 'price': 864.94}"
Image saved,decoded_image_-6235970245269507292.jpg,,,,,,
Image saved,decoded_image_-7314049199200340888.jpg,,,,,,
Image saved,decoded_image_1326860361566239008.jpg,,,,,,
,,2024-11-18T21:35:18.004912,user_555,135.219.160.88,ERROR,,
,,2024-11-18T12:57:45.004919,user_291,85.88.138.115,STOP,,
,,2024-11-19T13:10:38.004930,user_39,105.1.214.93,STOP,,
,,2024-11-19T05:48:01.004949,user_769,25.236.50.166,STOP,,
,,2024-11-19T13:46:44.004952,user_212,86.186.34.219,STOP,,
,,2024-11-18T00:08:41.004972,user_803,158.137.47.141,,login,"{'item_id': 8805, 'quantity': 3, 'price': 418.37}"
,,2024-11-17T21:35:40.004979,user_822,252.136.81.73,,purchase,"{'item_id': 9790, 'quantity': 1, 'price': 431.85}"
,,2024-11-17T21:48:10.004985,user_334,155.143.216.97,,login,"{'item_id': 5076, 'quantity': 5, 'price': 801.5}"
Image saved,decoded_image_8580174845821931614.jpg,,,,,,
Image saved,decoded_image_-6621614682509908682.jpg,,,,,,
Image saved,decoded_image_4159040322460308659.jpg,,,,,,
Image saved,decoded_image_1456841778263296419.jpg,,,,,,
,,2024-11-19T08:37:30.005029,user_941,195.174.206.64,STOP,,
,,2024-11-18T03:06:51.005050,user_733,42.106.67.68,ERROR,,
Image saved,decoded_image_-6707398336820302358.jpg,,,,,,
,,2024-11-19T10:30:47.005060,user_771,29.99.213.116,ERROR,,
,,2024-11-18T06:05:12.005085,user_531,169.92.42.143,,update,"{'item_id': 9402, 'quantity': 4, 'price': 940.84}"
Image saved,decoded_image_-4515555874933459073.jpg,,,,,,
Image saved,decoded_image_6639445414572628601.jpg,,,,,,
,,2024-11-17T17:28:04.005114,user_159,195.45.213.90,START,,
,,2024-11-18T03:38:01.005133,user_763,217.92.55.196,START,,
,,2024-11-19T04:37:52.005137,user_754,247.141.250.200,,update,"{'item_id': 7336, 'quantity': 2, 'price': 315.91}"
Image saved,decoded_image_-4444855877566404282.jpg,,,,,,
,,2024-11-19T08:14:14.005161,user_910,222.190.220.132,START,,
,,2024-11-19T14:08:12.005164,user_233,233.66.101.164,START,,
Image saved,decoded_image_-9149897684108728509.jpg,,,,,,
Image saved,decoded_image_8959293580126813363.jpg,,,,,,
,,2024-11-18T00:44:12.005190,user_21,224.140.163.17,START,,
,,2024-11-17T20:10:42.005195,user_887,137.24.30.186,,purchase,"{'item_id': 9062, 'quantity': 4, 'price': 167.04}"
,,2024-11-18T10:24:40.005203,user_959,145.36.96.129,,error,"{'item_id': 3664, 'quantity': 3, 'price': 41.44}"
,,2024-11-18T15:29:38.005210,user_559,174.101.101.6,,login,"{'item_id': 2389, 'quantity': 2, 'price': 883.44}"
Image saved,decoded_image_-6025027082662833629.jpg,,,,,,
,,2024-11-19T15:38:34.005242,user_296,55.69.240.48,,error,"{'item_id': 1584, 'quantity': 5, 'price': 735.72}"
,,2024-11-18T01:09:21.005250,user_608,2.208.57.221,STOP,,
Image saved,decoded_image_-5894910569267009743.jpg,,,,,,
,,2024-11-18T18:35:32.005273,user_863,179.238.243.222,,login,"{'item_id': 5585, 'quantity': 4, 'price': 412.11}"
,,2024-11-17T17:25:49.005289,user_255,53.67.220.230,,error,"{'item_id': 2560, 'quantity': 3, 'price': 506.2}"
,,2024-11-18T07:26:48.005307,user_635,93.140.114.79,ERROR,,
,,2024-11-18T15:58:11.005311,user_137,187.194.215.142,,login,"{'item_id': 5771, 'quantity': 1, 'price': 539.89}"
,,2024-11-17T20:36:16.005322,user_219,116.151.236.61,,logout,"{'item_id': 4404, 'quantity': 5, 'price': 440.92}"
,,2024-11-19T10:57:50.005327,user_369,176.51.92.23,ERROR,,
,,2024-11-18T16:00:00.005333,user_924,138.159.102.218,,error,"{'item_id': 3239, 'quantity': 2, 'price': 324.26}"
,,2024-11-19T06:30:25.005339,user_250,85.43.18.118,START,,
,,2024-11-18T22:45:58.005344,user_880,84.221.116.151,,update,"{'item_id': 5691, 'quantity': 2, 'price': 321.64}"
,,2024-11-17T18:51:35.005352,user_296,4.99.66.231,STOP,,
Image saved,decoded_image_-1157745841606512148.jpg,,,,,,
Image saved,decoded_image_5465464111845616364.jpg,,,,,,
,,2024-11-19T13:52:02.005375,user_294,163.196.161.150,STOP,,
Image saved,decoded_image_2635973540800205419.jpg,,,,,,
Image saved,decoded_image_7338918531903292736.jpg,,,,,,
Image saved,decoded_image_-2576332678100261538.jpg,,,,,,
Image saved,decoded_image_804128390450936293.jpg,,,,,,
,,2024-11-19T15:56:06.005415,user_118,206.46.143.254,,logout,"{'item_id': 3740, 'quantity': 2, 'price': 118.44}"
Image saved,decoded_image_7111628399896872545.jpg,,,,,,
,,2024-11-19T13:28:23.005436,user_591,191.133.9.241,ERROR,,
,,2024-11-17T21:58:02.005457,user_690,225.28.111.226,,error,"{'item_id': 3066, 'quantity': 4, 'price': 585.86}"
,,2024-11-18T20:20:35.005463,user_27,175.95.44.174,,purchase,"{'item_id': 4558, 'quantity': 3, 'price': 969.95}"
,,2024-11-19T05:01:47.005471,user_290,255.108.135.22,,error,"{'item_id': 9718, 'quantity': 3, 'price': 224.29}"
,,2024-11-19T03:55:46.005477,user_597,9.48.53.192,ERROR,,
Image saved,decoded_image_1663569331307843003.jpg,,,,,,
Image saved,decoded_image_-8551313262530312492.jpg,,,,,,
,,2024-11-17T22:12:19.005527,user_484,199.196.245.142,START,,
,,2024-11-18T07:32:20.005540,user_892,35.247.176.131,,purchase,"{'item_id': 7293, 'quantity': 2, 'price': 461.16}"
,,2024-11-18T17:40:30.005546,user_103,6.188.140.106,START,,
Image saved,decoded_image_-6611982899580025998.jpg,,,,,,
,,2024-11-19T10:19:35.005557,user_587,235.119.88.112,,purchase,"{'item_id': 2482, 'quantity': 3, 'price': 696.96}"
,,2024-11-19T13:50:48.005563,user_133,134.80.160.130,START,,
,,2024-11-19T06:29:58.005578,user_115,145.111.253.85,START,,
,,2024-11-18T03:34:42.005592,user_851,250.35.50.91,ERROR,,
Image saved,decoded_image_8257192175017118014.jpg,,,,,,
,,2024-11-19T14:18:20.005602,user_603,59.157.166.39,,purchase,"{'item_id': 1310, 'quantity': 2, 'price': 142.76}"
Image saved,decoded_image_-5961556972567372585.jpg,,,,,,
Image saved,decoded_image_3315788012566823641.jpg,,,,,,
,,2024-11-18T05:26:21.005645,user_821,34.25.74.196,,error,"{'item_id': 8664, 'quantity': 1, 'price': 872.92}"
,,2024-11-18T05:35:30.005657,user_401,202.150.71.102,,update,"{'item_id': 3139, 'quantity': 5, 'price': 941.4}"
Image saved,decoded_image_-7264229420533821366.jpg,,,,,,
,,2024-11-17T20:32:37.005688,user_708,193.198.229.120,,purchase,"{'item_id': 9407, 'quantity': 1, 'price': 404.71}"
,,2024-11-18T21:10:49.005693,user_191,27.69.65.117,,purchase,"{'item_id': 1674, 'quantity': 1, 'price': 774.09}"
,,2024-11-19T16:23:38.005705,user_800,94.13.235.93,,error,"{'item_id': 2195, 'quantity': 4, 'price': 303.08}"
Image saved,decoded_image_-6155637623781794844.jpg,,,,,,
,,2024-11-18T03:17:17.005719,user_506,89.106.212.117,STOP,,
Image saved,decoded_image_4896186366177382287.jpg,,,,,,
,,2024-11-17T23:16:35.005749,user_743,192.30.147.47,,error,"{'item_id': 8778, 'quantity': 3, 'price': 709.11}"
Image saved,decoded_image_3864301439560131910.jpg,,,,,,
,,2024-11-19T16:46:30.005783,user_375,83.146.206.119,ERROR,,
Image saved,decoded_image_-1701105685791574108.jpg,,,,,,
,,2024-11-19T10:59:26.005803,user_165,114.244.98.157,,error,"{'item_id': 9816, 'quantity': 5, 'price': 511.34}"
Image saved,decoded_image_-8155840219901301343.jpg,,,,,,
Image saved,decoded_image_2241430573911132432.jpg,,,,,,
,,2024-11-18T03:59:59.005826,user_927,225.77.154.77,,error,"{'item_id': 8290, 'quantity': 3, 'price': 369.7}"
Image saved,decoded_image_1880550449073350501.jpg,,,,,,
,,2024-11-17T21:04:31.005849,user_870,182.73.230.134,ERROR,,
,,2024-11-18T02:50:33.005853,user_656,137.100.220.58,,purchase,"{'item_id': 8167, 'quantity': 4, 'price': 988.56}"
,,2024-11-17T23:59:48.005865,user_899,221.217.231.57,,logout,"{'item_id': 5643, 'quantity': 5, 'price': 887.97}"
,,2024-11-19T05:16:25.005877,user_918,214.185.226.128,ERROR,,
Image saved,decoded_image_-6652167707116049818.jpg,,,,,,
Image saved,decoded_image_8140924980611049258.jpg,,,,,,
,,2024-11-18T13:24:00.005894,user_104,125.250.255.77,,login,"{'item_id': 9354, 'quantity': 5, 'price': 391.79}"
Image saved,decoded_image_-1063873636014642167.jpg,,,,,,
,,2024-11-18T13:40:38.005927,user_448,239.235.89.87,,purchase,"{'item_id': 4493, 'quantity': 5, 'price': 199.42}"
,,2024-11-17T20:36:43.005941,user_273,232.63.156.21,,update,"{'item_id': 8444, 'quantity': 3, 'price': 21.99}"
,,2024-11-18T13:20:38.005951,user_338,6.213.103.106,STOP,,
,,2024-11-17T19:31:43.005954,user_945,101.78.142.97,ERROR,,
,,2024-11-18T21:40:37.005968,user_243,9.185.104.176,,logout,"{'item_id': 8157, 'quantity': 3, 'price': 929.5}"
Image saved,decoded_image_-1455088210056618660.jpg,,,,,,
,,2024-11-19T11:45:11.005987,user_356,202.181.239.52,,purchase,"{'item_id': 9920, 'quantity': 5, 'price': 408.95}"
,,2024-11-18T15:32:10.005993,user_975,74.203.140.229,START,,
,,2024-11-17T17:22:42.005998,user_610,186.183.9.106,,login,"{'item_id': 7536, 'quantity': 1, 'price': 329.52}"
,,2024-11-18T22:27:28.006013,user_69,120.108.211.172,,purchase,"{'item_id': 5804, 'quantity': 3, 'price': 817.02}"
,,2024-11-18T14:46:40.006019,user_139,118.18.199.133,START,,
Image saved,decoded_image_-6707023830823183691.jpg,,,,,,
,,2024-11-17T21:26:39.006049,user_777,24.112.63.251,,purchase,"{'item_id': 7848, 'quantity': 1, 'price': 26.27}"
,,2024-11-18T22:44:34.006063,user_675,173.50.39.241,ERROR,,
Image saved,decoded_image_3665890691714100913.jpg,,,,,,
,,2024-11-19T14:10:54.006082,user_147,136.174.159.63,,error,"{'item_id': 5838, 'quantity': 3, 'price': 285.48}"
,,2024-11-18T11:37:48.006091,user_780,155.103.165.6,,error,"{'item_id': 4300, 'quantity': 4, 'price': 297.55}"
,,2024-11-18T08:22:46.006113,user_415,223.63.253.227,,logout,"{'item_id': 2473, 'quantity': 3, 'price': 766.52}"
,,2024-11-17T17:38:41.006121,user_629,24.8.6.9,,login,"{'item_id': 6254, 'quantity': 4, 'price': 482.5}"
Image saved,decoded_image_2418190313611974768.jpg,,,,,,
,,2024-11-19T00:04:02.006133,user_709,190.208.62.66,,update,"{'item_id': 1219, 'quantity': 5, 'price': 808.53}"
Image saved,decoded_image_-911267170762666127.jpg,,,,,,
,,2024-11-19T08:42:09.006150,user_896,58.144.60.132,STOP,,
,,2024-11-18T10:56:49.006168,user_512,216.161.93.139,STOP,,
,,2024-11-18T23:40:54.006171,user_972,78.12.7.75,STOP,,
,,2024-11-19T15:18:51.006175,user_287,90.193.56.95,,logout,"{'item_id': 6616, 'quantity': 4, 'price': 767.98}"
Image saved,decoded_image_-5980564982758887951.jpg,,,,,,
,,2024-11-18T04:33:25.006195,user_887,133.57.192.129,STOP,,
Image saved,decoded_image_8766586309568687143.jpg,,,,,,
,,2024-11-18T03:16:58.006207,user_437,16.189.226.90,STOP,,
Image saved,decoded_image_3434618684361895082.jpg,,,,,,
Image saved,decoded_image_2026462141960570985.jpg,,,,,,
Image saved,decoded_image_-8542515683927241173.jpg,,,,,,
,,2024-11-19T03:07:40.006236,user_193,57.202.243.160,STOP,,
Image saved,decoded_image_7919992733388636204.jpg,,,,,,
,,2024-11-19T03:59:09.006247,user_795,128.39.83.247,,error,"{'item_id': 2649, 'quantity': 3, 'price': 245.58}"
Image saved,decoded_image_-5945337836189383099.jpg,,,,,,
,,2024-11-19T16:47:20.006263,user_569,69.76.96.134,,login,"{'item_id': 3813, 'quantity': 5, 'price': 69.25}"
,,2024-11-19T10:09:54.006272,user_463,144.251.87.17,,login,"{'item_id': 2925, 'quantity': 5, 'price': 369.54}"
,,2024-11-18T06:56:28.006282,user_430,207.6.180.126,,login,"{'item_id': 3101, 'quantity': 2, 'price': 525.39}"
,,2024-11-18T10:23:05.006301,user_513,70.248.43.121,STOP,,
,,2024-11-17T17:57:40.006337,user_40,177.145.98.211,ERROR,,
Image saved,decoded_image_-8191645202693857389.jpg,,,,,,
,,2024-11-18T07:12:37.006347,user_184,81.61.113.173,ERROR,,
Image saved,decoded_image_-2478093758264598277.jpg,,,,,,
,,2024-11-17T18:37:44.006357,user_985,148.153.122.175,START,,
,,2024-11-18T02:28:40.006364,user_141,211.150.180.64,STOP,,
,,2024-11-18T11:31:26.006367,user_533,32.249.249.208,START,,
,,2024-11-17T19:25:47.006383,user_570,232.41.71.121,START,,
,,2024-11-19T12:18:58.006387,user_891,25.59.50.149,STOP,,
Image saved,decoded_image_7959317964838491783.jpg,,,,,,
,,2024-11-19T01:42:18.006405,user_367,218.21.68.150,ERROR,,
,,2024-11-18T06:49:46.006408,user_301,137.184.201.116,STOP,,
Image saved,decoded_image_-3506855748618811247.jpg,,,,,,
,,2024-11-18T18:52:46.006424,user_207,252.244.242.72,STOP,,
,,2024-11-19T15:49:09.006435,user_633,44.133.172.72,,update,"{'item_id': 4276, 'quantity': 2, 'price': 615.82}"
Image saved,decoded_image_6510169640732556120.jpg,,,,,,
Image saved,decoded_image_6121701662590379839.jpg,,,,,,
,,2024-11-18T02:24:36.006454,user_506,163.125.205.217,,error,"{'item_id': 2226, 'quantity': 1, 'price': 636.85}"
,,2024-11-18T17:56:39.006466,user_166,83.206.232.76,,purchase,"{'item_id': 7895, 'quantity': 3, 'price': 948.62}"
,,2024-11-18T05:17:25.006472,user_637,31.145.22.80,,error,"{'item_id': 8408, 'quantity': 3, 'price': 995.68}"
,,2024-11-19T16:23:01.006483,user_42,65.181.104.53,STOP,,
,,2024-11-19T12:08:23.006487,user_929,202.134.173.211,START,,
,,2024-11-18T10:36:57.006496,user_306,150.22.220.87,,update,"{'item_id': 7487, 'quantity': 4, 'price': 483.97}"
,,2024-11-18T13:32:56.006504,user_717,221.149.43.175,,error,"{'item_id': 4427, 'quantity': 5, 'price': 773.52}"
,,2024-11-18T23:01:13.006514,user_556,200.72.114.97,STOP,,
Image saved,decoded_image_-7720261478336918388.jpg,,,,,,
,,2024-11-18T16:20:15.006523,user_364,37.101.236.236,START,,
,,2024-11-17T23:23:42.006527,user_316,214.128.24.95,,login,"{'item_id': 8506, 'quantity': 2, 'price': 79.99}"
,,2024-11-18T16:12:42.006532,user_103,62.37.213.224,,logout,"{'item_id': 6044, 'quantity': 4, 'price': 230.12}"
,,2024-11-18T21:33:52.006538,user_749,116.85.161.109,,update,"{'item_id': 5072, 'quantity': 1, 'price': 46.17}"
,,2024-11-19T04:43:29.006561,user_347,128.31.162.141,ERROR,,
,,2024-11-18T16:52:22.006567,user_719,184.29.69.210,,login,"{'item_id': 1353, 'quantity': 4, 'price': 709.8}"
,,2024-11-18T03:39:06.006573,user_354,71.10.250.22,,purchase,"{'item_id': 6831, 'quantity': 3, 'price': 112.23}"
,,2024-11-18T16:03:01.006594,user_200,96.73.59.73,ERROR,,
,,2024-11-19T01:04:40.006599,user_775,203.67.88.252,,logout,"{'item_id': 3428, 'quantity': 4, 'price': 779.51}"
,,2024-11-18T12:39:28.006606,user_592,136.18.211.156,,logout,"{'item_id': 4817, 'quantity': 2, 'price': 252.4}"
Image saved,decoded_image_6214265649661434814.jpg,,,,,,
,,2024-11-19T10:02:20.006636,user_581,110.193.79.140,,purchase,"{'item_id': 6615, 'quantity': 1, 'price': 269.03}"
,,2024-11-18T09:37:34.006652,user_61,170.143.202.195,,login,"{'item_id': 9056, 'quantity': 1, 'price': 623.88}"
,,2024-11-19T00:51:44.006658,user_434,65.22.138.86,,login,"{'item_id': 8139, 'quantity': 2, 'price': 904.08}"
,,2024-11-17T19:11:16.006664,user_44,114.64.211.161,STOP,,
,,2024-11-19T07:20:44.006684,user_642,13.239.226.183,,update,"{'item_id': 1239, 'quantity': 1, 'price': 287.57}"
,,2024-11-18T08:36:11.006690,user_189,65.9.114.255,START,,
Image saved,decoded_image_3021564462389781896.jpg,,,,,,
Image saved,decoded_image_5472539207655549175.jpg,,,,,,
,,2024-11-18T01:14:41.006760,user_656,111.131.40.228,STOP,,
,,2024-11-19T00:14:07.006763,user_155,141.205.182.213,STOP,,
,,2024-11-18T04:53:06.006778,user_853,14.1.231.134,START,,
,,2024-11-18T14:54:13.006782,user_762,2.181.222.1,,purchase,"{'item_id': 7142, 'quantity': 5, 'price': 537.84}"
,,2024-11-19T01:30:40.006789,user_197,113.116.134.96,STOP,,
Image saved,decoded_image_-6701492244776647414.jpg,,,,,,
,,2024-11-18T04:25:56.006808,user_673,71.229.190.97,STOP,,
,,2024-11-17T21:50:51.006820,user_496,223.2.201.40,ERROR,,
,,2024-11-19T13:32:02.006823,user_730,214.61.26.156,STOP,,
,,2024-11-19T09:19:21.006829,user_403,93.181.147.24,,purchase,"{'item_id': 6758, 'quantity': 2, 'price': 967.97}"
Image saved,decoded_image_-8376004893922453225.jpg,,,,,,
,,2024-11-17T19:01:12.006861,user_662,49.31.140.141,START,,
,,2024-11-18T06:40:00.006866,user_93,10.254.97.90,START,,
Image saved,decoded_image_5387890740465742498.jpg,,,,,,
,,2024-11-18T20:14:56.006885,user_296,95.179.236.210,START,,
Image saved,decoded_image_4606923744803112373.jpg,,,,,,
,,2024-11-19T12:38:42.006909,user_924,131.187.52.63,ERROR,,
Image saved,decoded_image_-6238237818485987066.jpg,,,,,,
,,2024-11-18T11:16:46.006924,user_160,114.185.186.6,,login,"{'item_id': 8116, 'quantity': 4, 'price': 87.14}"
Image saved,decoded_image_7732228272220127324.jpg,,,,,,
Image saved,decoded_image_-2313876073307488261.jpg,,,,,,
Image saved,decoded_image_-5584361703883569677.jpg,,,,,,
,,2024-11-19T15:20:53.006961,user_391,209.190.159.100,ERROR,,
Image saved,decoded_image_-6818211919009963672.jpg,,,,,,
,,2024-11-19T03:35:40.006989,user_362,135.227.94.208,STOP,,
Image saved,decoded_image_-6339778100528366467.jpg,,,,,,
,,2024-11-19T02:24:49.007012,user_817,122.255.171.155,,error,"{'item_id': 5467, 'quantity': 2, 'price': 541.52}"
,,2024-11-18T03:18:25.007018,user_880,62.155.46.225,,logout,"{'item_id': 3445, 'quantity': 3, 'price': 836.45}"
Image saved,decoded_image_-6822012982360604573.jpg,,,,,,
Image saved,decoded_image_3080202941638143461.jpg,,,,,,
,,2024-11-19T13:55:07.007041,user_573,29.185.14.21,,error,"{'item_id': 3346, 'quantity': 4, 'price': 680.8}"
,,2024-11-19T10:46:36.007059,user_826,193.107.191.49,,error,"{'item_id': 3004, 'quantity': 3, 'price': 178.28}"
Image saved,decoded_image_-206987128977340684.jpg,,,,,,
Image saved,decoded_image_7920793914210520258.jpg,,,,,,
,,2024-11-19T12:25:29.007083,user_298,183.59.164.73,,login,"{'item_id': 2805, 'quantity': 2, 'price': 874.29}"
